Aboriginal descent|Aboriginal decent
try to see|try and see
try to show|try and show
try to slow|try and slow
try to solve|try and solve
try to spare|try and spare
try to start|try and start
try to stay|try and stay
try to stop|try and stop
try to support|try and support
try to take|try and take
try to talk|try and talk
try to tell|try and tell
try to think|try and think
try to turn|try and turn
try to understand|try and understand
try to use|try and use
try to win|try and win
try to|try and
tumultuous|tumultous
turmoil|termoil
turn for the worse|turn for the worst
turnstile|turnstyle
turns|turnes
twelfth|twelth
twelfth|twelveth
twenties|twentys
twice as much as|twice as much than
two and a half|two in a half
two of the|the two of the
two|twpo
type-cast|type-casted
typically|typicaly
typical|tipical
typical|typcial
tyrannies|tyranies
tyrannies|tyrranies
tyranny|tyrany
tyranny|tyrrany
tête-à-têtes|t[eê]te-[aà]-t[eê]tes
tête-à-têtes|tete-a-tetes
tête-à-tête|t[eê]te-[aà]-t[eê]te
tête-à-tête|tete-a-tete
ubiquitous|ubiquitious
ukulele|ukelele
ull|u;;|*?
ulterior|alterior
ultimately|ultimatley
ultimately|ultimatly
ultimately|ultimely
ultimately|ultimitely
ultimate|ulitmate
ultimatum|ultimatim
ultimatum|ultimatium
umbilical|umbillical
unabashed|unabased
unabated|unabatted
unaccompanied|unacompanied
unaffected|uneffected
unanimous|unaminous
unanimous|unanymous
unauthorised|unathorised
unavailable|unavailible
unavailable|unavalable
unavailable|unavaliable
unavailable|unavalible
unaware|unware
unbalance|unballance
unbelievable|unbeleivable
uncertainty|uncertainity
uncertain|uncertian
unchallengeable|unchallengable
unchangeable|unchangable
uncompetitive|uncompetive
unconsciousness|unconciousness
unconscious|unconcious
unconscious|unconscience
unconstitutional|uncontitutional
unconventionally|unconventionaly
unconventional|unconvential
undecidable|undecideable
undefinable|indefineable
under its|under it's
under the|undert he
underdevelopment|undevelopment
undergoing|under going
undergone|under gone
undergo|under go
underground|undergound
underground|undreground
underlaid|underlayed
underlay|underlied
underlie|underly
underlying|underlaying
undermine|undermind
undermining|underming
underneath its|underneath it's
underrated|under rated
underrated|underated
understand|udnerstand
understand|understnad
understood|understoon
undertake|under take
underwear|under wear
underwear|underware
underwent|under went
undesirable|undesireable
undetectable|undetecable
undoubtedly|undoubtably
undoubtedly|undoubtely
unemployment|unnemployment
unequally|unequaly
unexpectedly|unexpectantly
unfamiliar|unfamilar
unfazed|unphased
unfinished|unfinnished
unforeseen|unforseen
unforgettable|unforgetable
unforgivable|unforgiveable
unfortunately|unforetunately
unfortunately|unfortunatley
unfortunately|unfortunatly
unfortunately|unfourtunately
unhappy|unahppy
unidentified|unindentified
unified|unifed
uniform|unifrom
unilaterally|unilateraly
unilaterally|unilatreally
unilateral|unilatreal
uninhabited|unihabited
uninterrupted|uninterruped
uninterrupted|uninterupted
universally|universaly
universal|univeral
universities|univeristies
universities|univerities
universities|universitaries
universities|universites
universities|universties
universities|univesities
universities|unviersities
university|univeristy
university|univerity
university|universitary
university|universtiy
university|universty
university|univesity
university|unversity
university|unviersity
unknown|unknow
unknown|unkown
unlike its|unlike it's
unlikely|unlikey
unlikely|unlikley
unlike|unliek
unmanoeuvrable|unmanouverable
unmistakably|unmistakeably
unnecessarily|unneccesarily
unnecessarily|unneccessarily
unnecessarily|unnecesarily
unnecessary|uneccesary
unnecessary|unecessary
unnecessary|unneccesary
unnecessary|unneccessary
unnecessary|unnecesary
unneeded|uneeded
unnoticeable|unoticeable
unofficially|unofficialy
unofficial|inofficial
unofficial|un-official
unofficial|unoffical
unorthodox|unorthadox
unpleasantly|unpleasently
unpleasant|unplesant
unprecedented|unprecendented
unprecedented|unprecidented
unprecedented|unpresidented
unrepentant|unrepentent
unrepentant|unrepetant
unrepentant|unrepetent
unsubstantiated|unsubstanciated
unsuccessfully|unsuccesfully
unsuccessfully|unsucesfuly
unsuccessfully|unsucessfully
unsuccessful|unsuccesful
unsuccessful|unsuccessfull
unsuccessful|unsucesful
unsuccessful|unsucessful
unsuccessful|unsucessfull
unsurprised|unsuprised
unsurprised|unsuprized
unsurprised|unsurprized
unsurprising|unsu[r]?pri[sz]ing|?
unsurprising|unsuprizing
unsurprising|unsurprizing
until its|until it's
until|untill
until|up until
untraceable|untracable
untranslatable|untranslateable
unusable|unuseable
unusable|unusuable
unusually|unusualy
unusual|unsual
unveil|unviel
unwarranted|unwarrented
unwieldy|unweildly
unwieldy|unwieldly
up its|up it's
up the|upthe
up-to-date|up to date
upanishad|tjpanishad
upcoming|upcomming
upfield|up field
upgraded|upgradded
upgrade|upgarde
upheld|upholded
upon its|upon it's
upon|opon
upper|uppser|?
upset|upsetted
upside|up side
usage|useage
used to be|use to be
used to have|use to have
usefully|usefuly
usefulness|usefullness
useful|usefull
use|uise
using|useing
usually known as|usually know as
usually known by|usually know by
usually known for|usually know for
usually|usally
usually|useally
usually|usualy
usually|usualyl
usually|usully
usually|ususally
usual|ususal
usurp|usurpate
utilities|utilites
vacancy|vacency
vacant|vacent
vacuum|vaccum
vacuum|vaccume
vacuum|vacume
vagaries|vaguaries
valiant|valient
validity|vailidty
valletta|valetta
valuable|valuble
valuable|valueable
vanish|vannish
variable|varable
variable|varible
variance|varience
variant|varient
variations|varations
varies|varys
varieties|vaieties
varieties|varietes
varieties|varities
variety|vareity
variety|variaty
variety|variey
variety|varity
variety|vreity
variety|vriety
variously|variosly
various|vairous
various|varios
various|varius
various|varous
varsity|varisty
varying|varing
vasodilation|vasodialation
vasodilator|vasodialator
vassals|vasalls
vassal|vasall
vector-borne|vector-born
vegetables|vegitables
vegetable|vegitable
vegetable|vegtable
vegetarian|vegatarian
vegetarian|vegeterian
vegetarian|vegitarian
vehicle|vechicle
vehicle|vehichle
vehicle|vehicule
vein|veign
vengeance|vengance
vengeance|vengence
venomous|venemous
ventre à terre|ventre [aà] terre
ventre à terre|ventre a terre
verbally|verbaly
verbiage|verbage
verifiable|varifiable
verification|verfication
verified|verifed
verifying|verifing
verify|varify
verisimilitude|versimilitude
vermilion|vermillion
vernacular|venacular
versatile|versitile
versatility|versitilaty
versatility|versitlity
versions|verisons
version|verion
version|verison
vertebrate|vertabrate
vertebra|vertabra
vertical|verticle
very|veyr
very|vrey
very|vyer
very|vyre
veteran|veteren
veteran|vetran
veterinarian|vetinarian
veterinary|vetinary
vetted|veted
via its|via it's
vice versa|vice-versa
vice versa|viceversa
vice versa|vise versa
vicinity|vacinity
vicinity|vicintity
vicinity|vicinty
vicinity|vincinity
victories|vitories
vicuña|vicu[nñ]a
vicuña|vicuna
view|veiw
view|wiew
vigilance|vigilence
vigilant|vigilent
vigorous|vigourous
vilification|villification
vilified|villified
vilify|villify
villager|vilager
village|vilage
villainous|villianous
villains|villans
villainy|villany
villain|villian
vin rosé|vin ros[eé]
vin rosé|vin rose
vinaigrette|vinegarette
vinaigrette|vinegrette
vins rosé|vins ros[eé]
vins rosé|vins rose
violence|violance
violence|violentce
violence|voilence
violent|voilent
virtually|virtualy
virtually|virtualyl
virtual|virtural
virtual|virutal
viruses|virii
vis à vis|vis [aà] vis
vis à vis|vis a vis
vis-à-vis|vis-[aà]-vis
vis-à-vis|vis-a-vis
visibility|visability
visible|visable
visibly|visably
visionary|visonary
visitation|vistation
visiting|visting
visitors|vistors
visit|visist
visually|visualy
vittle|vittel
voice|vioce
voilà|voil[aà]
voilà|voila
voilà|walla
voilà|wallah
volcanic|vulcanic
volcano|volcanoe
volleyball|voleyball
voluntary|volontary
volunteered|volonteered
volunteered|volounteered
volunteering|volonteering
volunteering|volounteering
volunteers|volonteers
volunteers|volounteers
volunteer|volonteer
volunteer|volounteer
vulnerability|vulnerablility
vulnerable|vulnerible
want it|wan tit
want to|wanna
wanted|wnated
wants|is wants
wants|want's
wants|whants
wants|wnats
want|watn
want|whant
want|wnat
wardrobe|wardobe
warranty|warantee
warrant|warrent
warriors|warrriors
was a part of|was apart of
was allowed|was aloud
was built|was build
was capable of|was cable of
was confirmed|was confirm
was considered|was consider
was cut off|was cutoff
was drunk|was drank
was due to|was do to
was established|was establish
was extended|was extend
was its|was it's
was known|was knew
was known|was know
was laid|was lain
was led by|was lead by
was led by|was leaded by
was led to|was lead to
was loath to|was loathe to
was loath to|was loathed to
was lying on|was laying on
was met by|was meet by
was met with|was meet with
was misled|was mislead
was not|wa snot
was rebuilt|was rebuild
was released by|was release by
was released on|was release on
was rerun|was reran
was ridden|was rode
was run|was ran
was scheduled to|was schedule to
was sentenced to|was sentence to
was sent|was send
was set up|was set-up
was set up|was setup
was shaken|was shook
was shot|was shoot
was shown by|was show by
was shown on|was show on
was shown|was showed
was shut down|was shutdown
was shut off|was shut-off
was shut off|was shutoff
was shut out|was shutout
was sold out|was sold-out
was spent|was spend
was succeeded by|was succeed by
was sung|was sang
was supposed to|was suppose to
was that|was the fact that
was thought that|was though that
was torn|was tore
was used to|was use to
was written|was wrote
wasn't|wasnt
was|wass
was|weas
was|ws
watches|watchs
waved off|waived off
wayside|way side
wayward|wayword
way|wya
we'd|we;d
weakened|weakend
weaponry|weaponary
weather|wether
webcast|webcasted
website|webstie
website|wesbite
weigh|wiegh
weird|wierd
welcomed|welcame
well known|well know
well-known|well known
well|vell
well|wel
went into|when into
went off|when off
went on to|when on to
went rogue|went rouge
went through|went threw
went|whent
were a part of|were apart of
were allowed|were aloud
were begun|were began
were being|where being
were built|were build
were cut off|were cutoff
were drawn|were drew
were its|were it's
were known|were knew
were known|were know
were laid|were lain
were led by|were lead by
were led by|were leaded by
were loath to|were loathe to
were met by|were meet by
were met with|were meet with
were overrun|were overran
were rebuilt|were rebuild
were rerun|were reran
were ridden|were rode
were run|were ran
were set up|were set-up
were set up|were setup
were shown|were showed
were shut down|were shutdown
were shut off|were shutoff
were shut out|were shut-out
were shut out|were shutout
were spent|were spend
were sung|were sang
were supposed to|were suppose to
were taken|were took
were taken|where taken
were torn|were tore
were used to|were use to
were written|were wrote
weren't|werent
weren't|wern't
were|were be
were|werre
what lay|what lied
what led to|what lead to
what's|what;s
what's|whats
what|waht
what|whta
wheelbarrow|wheelbarrel
when the|whent he
whenever|when ever
when|wehn
when|whn
when|whne
where he was|were he was
where he|where him
where it was|were it was
where she was|were she was
where the|the where the
where's|where;s
whereabouts|wereabouts
whereabouts|wherabouts
whereabouts|where abouts
whereas|wheras
whereas|where as
whereas|whereas as
whereas|wherease
whereby|wherby
whereby|where by
wherein|wherin
whereupon|where upon
wherever|whereever
where|wehre
where|wherre
whether or not|weather or not
whether or not|wether or not
whether|whther
which break down|which breakdown
which had led|which had lead
which has led|which has lead
which have led|which have lead
which may be|which maybe
which the|whicht he
which were|which where
which|hwich
which|hwihc
which|whcih
which|whic
which|whihc
which|whlch
which|wihch
while he|while him
while|hwile
while|whilest
whistle|wistle
who also|whom also
who else is|whom else is
who had led|who had lead
who has led|who has lead
who have led|who have lead
who is|whom is
who led|who lead
who may be|who maybe
who set up|who setup
who used to|who use to
who was|who's was
who was|whom was
who were|who where
who's|who;s
whole|hwole
whole|wohle
wholly|wholely
wholly|wholey
wholly|wholley
whom he had|who he had
whom he knew|who he knew
whom he led|who he led
whom he married|who he married
whom he met|who he met
whom he took|who he took
whom she met|who she met
whom they have|who they have
whom they should|who they should
whom they signed|who they signed
whom to believe|who to believe
whom to blame|who to blame
whom to call|who to call
whom to invite|who to invite
whom to send|who to send
whom to trust|who to trust
whom|whon
whose actual|who's actual
whose brother|who's brother
whose father|who's father
whose first|who's first
whose last|who's last
whose mother|who's mother
whose name|who's name
whose opinion|who's opinion
whose own|who's own
whose parents|who's parents
whose previous|who's previous
whose team|who's team
whose title|who's title
whose|whose its
who|woh
widespread|widesread
wielded|weilded
wife's|wifes'
wife|wief
wildcard berth|wildcard birth
will back up|will backup
will begin|will being
will be|willbe
will be|with be
will buy out|will buyout
will have|will of
will probably|will likely
will shut down|will shutdown
will shut off|will shutoff
will work out|will workout
willingness|willingess
willingness|willingless
will|iwll
will|wille
will|wiull
windows|windoes
wintry|wintery
win|manage to win
witches|witchs
with a|witha
with its|with it's
with one of|with on of
with the|witht he
with the|withthe
with whom|with who
withdrawal|withdrawl
withheld|witheld
withhold|withold
within its|within it's
within sight of|within site of
within|wihtin
within|with in
within|withing
without its|without it's
without|wihtout
without|with out
without|withought
without|witout
with|iwth
with|whith
with|wih
with|wiht
with|withe
with|witht
with|witn
with|wtih
witness|wittness
women's|womens
women's|womens'
won its|won it's
won't|wo'nt
won't|wont
wonderful|wonderfull
won|managed to win
word|wrod
work in progress|working progress
working|wokring
working|wroking
workstation|workststion
work|owrk
work|wokr
work|wrok
worldwide|world wide
worldwide|worlwide
world|worls
worn away|warn away
worn down|warn down
worn out|warn out
worse comes to worst|worst comes to worst
worse than|worse that
worse than|worse then
worse than|worst than
worsened|worstened
worsening|worstening
worsen|worsten
worst-case scenario|worse-case scenario
worth its|worth it's
worthwhile|worth while
would back up|would backup
would be|wouldbe
would come back|would comeback
would fare|would fair
would forgo|would forego
would have been|would of been
would have done|would of done
would have|would of
would have|would've have
would set up|would setup
would work out|would workout
wouldn't|woudln't
wouldn't|wouldnt
would|owudl
would|owuld
would|woudl
would|wuould
wreak havoc|reek havoc
wreak havoc|wreck havoc
wreak|reak
wrecked|wecked
wrestlers|wresters
writer's block|writers block
writer|writter
write|rwite
write|wriet
writing|wirting
writing|writting
written|writen
written|writtten
wrote|wroet
xenophobia|xenophoby
y'all|ya'll
yachting|yaching
yacht|yaht
yacht|yatch
years|eyars
years|yeasr
years|yeras
years|yersa
year|eyar
year|yaer
year|yera
yellow|yelow
yet|eyt
yielding|yeilding
yield|yeild
you are|youare
you'd|you;d
you'll|youll
you're an|your an
you're a|your a
you're here|your here
you're her|your her
you're his|your his
you're my|your my
you're their|your their
you're the|your the
you're your|your your
you're|youre
you've|youve
younger than|younger that
younger than|younger then
younger|yonger
younger|yuonger
your own|you're own
yourself|youself
your|yoru
your|yuor
yousef|youseff
you|yoiu
you|ytou
you|yuo
zebra|zeebra
Ångströms|[AÅ]ngstr[oö]ms
Ångströms|angstroms
Ångström|[AÅ]ngstr[oö]m
Ångström|angstrom
Æsop|aesop
Æsop|Æsop
Éire|Eire
Éire|[EÉ]ire
Élysée|[EÉ]lys[eé]e
Übermensches|[UÜ]bermensches
Übermensches|ubermensches
Übermensch|Ubermensch
Übermensch|[UÜ]bermensch
Übermensch|ubermensch
à bas|[aà] bas
à bas|a bas
à la carte|[aà] la carte
à la carte|a la carte
à la mode|[aà] la mode
à la mode|a la mode
à la|[aà] la
à la|a la
à propos|[aà] propos
à propos|a propos
ào dái|[aà]o d[aá]i
ào dái|ao dai
ångström|[aå]ngstr[oö]m
éclairs|[eé]clairs
éclairs|eclairs
éclair|[eé]clair
éclair|eclair
éclat|[eé]clat
éclat|eclat
élan|[eé]lan
élan|elan
émigrés|[eé]migr[eé]s
émigrés|emigres
émigré|[eé]migr[eé]
émigré|emigre
épaulette|[eé]paulette
épaulette|epaulette
épées|[eé]p[eé]es
épées|epees
épée|[eé]p[eé]e
épée|epee
étouffée|[eé]touff[eé]e
étouffée|etouffee
über|[uü]ber
über|uber
Škoda|Skoda
Škoda|Škoda

;     replacement|trigger|modifiers
; ", but no great loss.|assasined::assassinated Broken by ":*:assasin
; "bury the lede"|lead
; .co.uk|[,.]co[,.]uk|*
; .com|,com|*
; 1 January|the 1st of January
; 100, a hundred, one hundred|a 100
; 1000, a thousand, one thousand|a 1000
; 19 (number|ninteen
; 31 December|the 31st of December
; 90 (number|nintey
; AC, alternating current|AC current
; ACL, anterior cruciate ligament|ACL ligament
; ATM, automated teller machine|ATM machine
; Anaheim, California|Anaheim|Anahiem
; April 1|April 1st
; April 2|April 2nd
; April 30|April 30th
; April 31|April 31st
; April|April of
; August 1|August 1st
; August 31|August 31st
; Bogotá, Colombia|Bogota, Columbia
; Boötes|Bootes
; British variant of dispatch|despatch
; Buddha; but see Buddah Records|Buddah
; Bön|Bon
; Cape Town, South Africa; but note HMS Capetown, RMMV Capetown Castle, Capetown, California and the film ''Cargo to Capetown'' are all correct|Capetown
; Caracas, carcass|carcas
; Catalina, Catiline|Cataline
; Catiline, Catalina|Cataline
; CompAir, compare|compair
; DC, direct current|DC current
; December 1|December 1st
; December 31|December 31st
; Doña|Dona
; Dwight Yoakam|Dwight Yokam
; English, enlist|Enlish
; Faught, Wikt:fought|fought|faught
; February 1|February 1st
; February 28|February 28th
; February 29|February 29th
; February|February of
; Feild, field|feild
; Floride, fluoride|floride
; Gerät, great|gerat
; Goodby, goodbye|goodby
; Greif, grief|greif
; Guadalupe, Guadeloupe|Guaduloupe
; Guadalupe, Guadeloupe|Guadulupe
; Hallowe'en, Halloween|Hallowean
; I ;Breaks insertion key (i) in Vim|i
; International Standard Book Number, ISBN|ISBN number
; Israelis, Israelites|israelies
; January 1|January 1st
; January 31|January 31st
; July 1|July 1st
; July 31|July 31st
; June 1|June 1st
; June 30|June 30th
; June 31|June 31st
; Litle, little|litle
; MCL, medial collateral ligament|MCL ligament
; March  ; Commented out because it matches the common word "march".|march
; March 1|March 1st
; March 31|March 31st
; May  ; Commented out because it matches the common word "may".|may
; May 1|May 1st
; May 31|May 31st
; May|May of
; Milwaukie, Oregon|Milwaukee, Oregon
; Minnesota; Minesota Mine is correct|Minesota
; Miranda, veranda|meranda
; Montserrat, but see Monserrat, Buenos Aires|Monserrat
; Métis|Metis
; Netherlands, Netherlands'|Netherland's
; November 1|November 1st
; November 30|November 30th
; November 31|November 31st
; Ottoman empire etc but not the furniture|ottoman
; Ox|oxen, oxen's|oxens
; Peloponnese, Peloponnesus|Peloponnes
; Phoenix|Pheonix
; Place (geography|palce
; Plane (tool|planed
; Plebs|plebeian|plebian
; Quindecimviri sacris faciundis|quindecimviri|quindecemviri
; Quiz|quizzes|quizes
; RIDGID, rigid|ridgid
; Referendum|plebiscite|plebicite
; San Bernadino, San Bernardino, California|San Bernardino|San Bernadino
; Schuyler, Shuyler|Schyuler
; See's, sees|see's
; September 1|September 1st
; September 30|September 30th
; September 31|September 31st
; Tim, time|tiem
; Tucson, Tuscan|Tuscon
; US dollars, US$|USD$
; US dollars, USD|USD dollars
; Uppercase "Roman" in many contexts; but see roman type and Nouveau roman|roman
; Vasall, vassal|vasall
; Virgin, Virginia|Virgina
; Wikt:forecast|forecast, forecasted|forecasted
; World War II|Second World War|Second Word War
; Xbox|X-Box" -gene -protein
; Yemenite, Yemeni|Yementite
; a 10th, and 10th|an 10th
; a 12th, and 12th|an 12th
; a 16, and 16|an 16
; a 16th, and 16th|an 16th
; a 17th, and 17th|an 17th
; a 19th, and 19th|an 19th
; a back-up, a backup|a back up
; a bacterium, bacteria|a bacteria
; a line-up, a lineup|a line up
; a lockup, a lock-up|a lock up
; a lot, allot|alot
; a match-up, a matchup|a match up
; a month, among, amongst|amonth
; a one, and one, one|an one
; a paparazzo, paparazzi|a paparazzi
; a phenomenon, phenomena|a phenomena
; a protozoon, protozoa|a protozoa
; a rival, arrival|arival
; a set-back, a setback|a set back
; a toss-up, a tossup|a toss up
; a, an|a an
; a.k.a., AKA|aka
; a.k.a.|a.k.a
; abbé|abbe
; about, bout|baout
; accession, ascension|accension
; achieve, archive|achive
; achieved, archived|achived
; address, A dress|adress
; address, Adress|adress
; address, adders|addres
; addressing, dressing|adressing
; aesthetic, esthetic|asthetic
; aesthetical, esthetical|asthetical
; aesthetically, esthetically|asthetically
; affair, afar, Afar (African place), a fair, acronym "as far as I recall"|afair
; afford, effort|affort
; again, a gin, aging|agin
; again, angina|agina
; aggregate, agrégate|agregate
; aggregation, agrégation|agregation
; aggression, Agression (band|agression
; all right, alright|allright
; allege, a ledge|aledge
; allusion, illusion|alusion
; along with, alongside|alongside with
; also, else|alse
; also, to also, too|too also
; also|in addition also
; although, though|despite the fact that
; alumna, alumnae|alumnas
; alumni, alumnus|alumnis
; am, a.m.|am in the morning
; among the, one of the|among one of the
; among, amongst|amonst
; amongst the, one of the|amongst one of the
; an only, only a|a only
; anal, annual|anual
; annual, anal|anual
; annual, manual|anual
; another, any other|any another
; another, the other|the another
; antarctic|antartic
; apparent, a parent|aparent
; appealing, appalling|appealling
; appears, it appears|is appears
; approx.|aprox.
; arboretum, even in UK|arbouretum
; arch-type, archetype|archtype
; archaeology, archeology|archaoelogy
; archaeology, archeology|archaology
; archaic, Archiac|archiac
; archeologist, archaeologist|archeaologist
; archeologists, archaeologists|archeaologists
; archeology, archaeology|archaoelogy
; archeology, archaeology|archaology
; are not, aren't|are'nt
; are, are being, have been|are been
; are, are where, were|are were
; are, is|is are
; are, were|are be
; armature, amateur|amature
; arrested, erected|erested
; as being, has been|as been
; as being, has been|has being
; aspects, expects|spects
; assassination, association|assosication
; astroid, asteroid|astroid
; ate, eaten|eated
; attainder, attained|attaindre
; attend, attended|attened
; attended or attend|attened
; attitude, altitude|atitude
; attracted, attached, attacked|attacted
; awkward, backward|ackward
; añu|anu
; babies, baby's, babys|babys
; bared, bearded, bore, borne|beared
; based, biased|baised
; batch's, batches|batchs
; beach's, beaches|beachs
; beaked, broke, broken|breaked
; beat, beaten|beated
; became, become|bacome
; became, came to be|became to be
; became, has become|has became
; been giving, being given|being giving
; been previously, previously been|been previously been
; been taking, being taken|being taking
; began, has begun|has began
; began, was begun, was being|was begin
; began, was begun|was began
; begging, begin|beggin
; begin, begging|beggin
; begin, being|beign
; begins, beings|beigns
; behavior, behaviour|behavour
; beliefs, believes|beleives
; beliefs, believes|belives
; believes, beliefs|belives
; best, optimal|most optimal
; best-known|most well-known
; better, optimal|more optimal
; biannual, biennial|bianual
; binomial, binominal|binominal
; bisect, dissect|disect
; bisection, dissection|disection
; blew, blown|blowed
; boarded, bordered|borded
; bodies, body's|bodys
; booths, both|boths
; both players, both players'|both player's
; both teams, both teams'|both team's
; bother, brother|borther
; bout, boat, about|boaut
; branch's, branches|branchs
; break-up, breakup|brakeup
; bric-à-brac|bric-a-brac
; brilliant; false positives for brillant and Brillant|brillant
; broadcast should be used per WP:COMMONALITY|broadcasted
; broke, broken|broked
; burin, burning, burying, during|buring
; bury, burry|burry
; burying, burning, burin, during|buring
; business, businesses|busineses
; by accident, accidentally|on accident
; cafetería|cafetería
; café|cafe
; calendar, calender, colander|calander
; calendar; calender is correct for the machine|calender
; calf's, calves|calfs
; caliber, calibre|calaber
; caliber, calibre|calibur
; callous, callus|calous
; can not, can't, cannot; cant may be correct|cant
; can, cyan|cxan
; canceled  ; commonwealth vs US|cancelled
; canceling  ; commonwealth vs US|cancelling
; cannot, can not, can't|cant
; caramel, Carmel-by-the-Sea|carmel
; caramel, carmel-by-the-sea|carmel
; carcass, Caracas|carcas
; cared, carried|carred
; caring, carrying|carring
; cast, casted|casted
; casualties; causalities may be correct|causalities
; cañon|canon
; censor, censure|censur
; centenary, centennial|centennary
; certain, keratin|ceratin
; cervical, serval, servile|cervial
; cervical, servile, serval|cervial
; chaffing, chafing|chaffing
; channel, but see Chanel (disambiguation|chanel
; characterised, characterized|charaterized
; chase, chaser|chasr
; chaser, chase|chasr
; chauffer, chauffeur|chauffer
; children, children's|childrens
; chooses, chose, chosen|choosed
; chose, chosen|chosed
; chronic, chronicle|chronical
; claiming, clamming|claming
; clear, sclera|clera
; close to, in proximity to, near|in close proximity to
; closeness, proximity|close proximity
; coaches, coaches'|coachs
; comercial, commercial|comercial
; commander, commandeer|comander
; competition, completion|competion
; competitive, completive|competive
; competitor, completor|competor
; composed almost entirely of, consisting almost entirely of|comprised almost entirely of
; composed chiefly of, comprised chiefly, consisting chiefly of|comprised chiefly of
; composed entirely of, consisting entirely of|comprised entirely of
; composed exclusively of, consisting exclusively of|comprised exclusively of
; composed generally of, comprised generally, consisting generally of|comprised generally of
; composed largely of, consisting largely of|comprised largely of
; composed mainly of, comprised mainly, consisting mainly of|comprised mainly of
; composed mostly of, consisting mostly of|comprised mostly of
; composed of, comprised, consisting of|comprised of
; composed only of, comprised only, consisting only of|comprised only of
; composed totally of, comprised totally, consisting totally of|comprised totally of
; composed wholly of, consisting wholly of|comprised wholly of
; comprise, consist of|comprise of
; comprised, comprising|compromised of
; comprised, consisted of, was composed of|was comprised of
; comprised, consisted of, were composed of|were comprised of
; comprised, was composed from|was comprised from
; comprises a, consists of a|consists a
; comprises an, consists of an|consists an
; comprises entirely, consists entirely of|comprises entirely of
; comprises exclusively, composed exclusively of|comprises exclusively of
; comprises mainly, consists mainly of|comprises mainly of
; comprises mostly, consists mostly of|comprises mostly of
; comprises only, composed only of, consists only of|comprises only of
; comprises, consists of, is composed of|is compromised of
; comprises, consists of|comprises of
; comprising chiefly, consisting chiefly of|comprising chiefly of
; comprising entirely, consisting entirely of|comprising entirely of
; comprising exclusively, consisting exclusively of|comprising exclusively of
; comprising generally, consisting generally of|comprising generally of
; comprising largely, consisting largely of|comprising largely of
; comprising mainly, consisting mainly of|comprising mainly of
; comprising mostly, consisting mostly of|comprising mostly of
; comprising only, consisting only of|comprising only of
; comprising primarily, consisting primarily of|comprising primarily of
; comprising principally, consisting principally of|comprising principally of
; comprising solely, consisting solely of|comprising solely of
; comprising totally, consisting totally of|comprising totally of
; comprising wholly, consisting wholly of|comprising wholly of
; comprising, consisting of|comprising of
; conclusion, concussion|concusion
; conducive, conductive|condusive
; connive, knife|knive
; consisted of, constituted|constituted of
; consisting of, constituting|constituting of
; consists of, constitutes|constitutes of
; consists of, contains|contains of
; consul, counsel|consel
; continuüm|continuum
; contractual, contractural|contractural
; converted, covered, coveted|coverted
; cooperation, corporation|coorperation
; copyright; Copywriting|copywrite may be correct|copywrite
; correspondant, correspondent, corresponding|correspondant
; could be, could have been|could been
; could, cloud|coudl
; could, he could, the cloud, they could|the could
; could, should, sold|sould
; councillor, councilor, counsellor, counselor|councellor
; councillor, counselor, councilor|councellor
; councillors, counselors, councilors|councellors
; counseling, counselling|counceling
; counseling, counselling|councelling
; countries, country's|countrys
; courier, couturier|coururier
; court, count; some false positives from C code listings|cout
; coy, copy|cpoy
; coöpt|coopt
; coördinat|coordinat
; criteria are, criterion is|criteria is
; criticise, criticize|critise
; criticise, criticize|critisise
; criticise, criticize|critisize
; criticise, criticize|critize
; crowd, crowded, crowed|crowed
; crème|creme
; current, flow of charge|flow of current
; current, flow|current flow
; current|current flowing
; current|current passing
; daily, every day|on a daily basis
; data, data's|datas
; daub, doubt|doub
; deactivate, inactive|deactive
; deal, dial, dahl|dael
; deem, dream|deam
; defamation, diffamation|diffamation
; derived, driven, drove|drived
; descendant, descendent|decendent
; despairingly, disparagingly|disparingly
; desperate, disparate|desparate
; desperate, disparate|disperate
; desperately, disparately|desparately
; despite the fact, although, though|despite of the fact
; determent, deterrent, detriment|determent
; developed, would be developed, would develop|would developed
; devised, divided|divised
; dialog, dialogue|dialouge
; did not, didn't|did'nt
; different Tack (sailing|different tact
; distinct, district|distict
; diverse, diverged|diversed
; divorcé|divorce
; do not, don't|do'nt
; do not, don't|dont
; does not ; *could* be legitimate... but very unlikely!|doe snot
; does not, doesn't|does'nt
; does not, doesn't|doesnt
; does not, doesn't|dosen't
; does, it does|is does
; done, donned|doned
; doubt, daub|doub
; dram, dream|deram
; drawn, drew|drawed
; drew, was drawn|was drew
; dryas, Dyas (Robert Dyas is a hardware chain), dais|dyas
; during, during or|during of
; during, during the|during to
; during, from|during from
; during, in|during in
; dying, dyeing|dieing
; e.g., egg; results in many false positives|eg
; each, reached|eached
; earing, earning, earring|earing
; early, easily|easly
; eclectic, electric|electic
; education, eduction|eduction
; effort, afford|efford
; efforts, affords|effords
; eight, eighth|eigth
; eighth, eight|eigth
; either in, in either|in either in
; election, electron|electon
; electric current, flow of electric charge|flow of electric current
; emanant, eminent, immanent, imminent|iminent
; emigrant, immigrant|imigrant
; emigrate, immigrate|imigrate
; emigration, immigration|imigration
; eminent, immanent, imminent|imanent
; eminent, imminent, immanent|iminent
; eminent, imminent|emminent
